msa,auto_commuters,annual_excess_fuel_consumed_commuters,Annual Hours of Delay (Person Hours),AHD per Auto Commuter,tti,ahd_truck,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,ms_cara,ms_carp,ms_pt,ms_taxi,ms_bike,ms_walk,ms_wfh,unemp,med_hh_inc_dol,households
"Waco, TX",107,2912,5929,31,1.09,476,18023,47123,5.22920712423015,14757990.828999888,313.18020561084586,2.813848970759585,14554,7858959.237999944,25300,310.6307999209464,1.0622226946221485,0.0032411067193675,3.793927390089483,3.0636863582845444,3106.627399924101,1654.3483721158943,17.628562798165728,4750.486276326683,0.827327668087181,0.0994191861882307,0.0039673533886409,0.010313437728522,0.0021433794790327,0.0210807675820157,0.0357482075463768,4.2,49077,95253
"Walla Walla, WA",33,317,726,10,1.07,44,3424,9202,5.375,4098645.922999999,445.4081637687458,2.7578855140186915,2702,2101347.819000001,4701,447.0001742182517,1.0914411892291,0.0017017655817911,1.018888699606684,0.8040412576919567,1219.6448640869469,625.3036059352374,3.489404957913546,3360.5240703147933,0.7277990797546012,0.1166794478527607,0.0085506134969325,0.0088573619631901,0.0097392638036809,0.0720092024539877,0.0563650306748466,4.7,57858,22646
"Warner Robins, GA",85,1073,2619,18,1.07,97,9747,24057,4.93628808864266,5928683.340000039,246.4431699713197,2.6006976505591464,7243,3156829.5679999907,12655,249.45314642433743,1.0809452218693234,0.0035559067562228,7.0762931914744085,5.258396592371924,4304.2065818457,2291.848935947823,16.33509039616899,1377.4160759397712,0.8506910999807359,0.1001372567905991,0.0025886149104218,0.011702947408977,0.002757175881333,0.0102099788094779,0.021912926218455,6.8,58832,67192
"Waterloo-Cedar Falls, IA",67,491,1328,8,1.05,51,9956,28493,5.723784652470872,11869636.500000076,416.5807917734207,3.0415829650462034,8506,6279409.101999985,15067,416.7657199176999,1.0238995740789594,0.0026548085219353,2.5410625592115967,2.17098012541722,3029.4785959824803,1602.688967764632,5.020842376425263,3918.046001625793,0.8105820349889866,0.0878760970096756,0.0045667892934162,0.007634380081418,0.0038287223369045,0.0397748895782639,0.045737086711335,3.9,57495,67736
"Watertown-Fort Drum, NY",32,331,790,9,1.04,37,6856,17587,5.130396732788798,8518697.989000045,484.3747079661139,2.6397316219369893,5211,4387307.742,9012,486.8295319573901,1.0576788615713912,0.0093209054593874,1.5100126232870956,1.1477065023262916,1876.216671143592,966.2908507387988,13.6701088314011,4540.359394529699,0.7808229724007852,0.0839139304823126,0.004946302783017,0.0198237037607298,0.0026367450633203,0.0554678779013818,0.0523884676084529,6.2,52685,42734
"Wausau-Weston, WI",46,526,1213,14,1.04,66,12612,32426,5.142086901363781,15658892.097999876,482.91161715906605,2.7678401522359657,9743,8165941.753000009,17359,470.41544749121545,1.0483577473891763,0.0045509533959329,1.9604071885075844,1.5144503042839672,2434.015590943829,1269.3126318994166,4.471725752315207,6433.35735245964,0.8242810744173917,0.0881558047462127,0.0042554704724876,0.0084990872667788,0.0017543443730589,0.0233398923686019,0.0497143263554681,2.9,61783,68091
"Weirton-Steubenville, WV-OH",40,572,1196,17,1.04,89,8704,21599,4.963005514705882,5935133.938999991,274.7874410389365,2.5600873161764706,6297,3098508.594000003,11084,279.54787026344303,1.1109387237413884,0.008751353302057,5.687637103854356,4.114780657510441,3878.3189347198536,2024.723396811352,3.6986300866798207,1530.3367358127573,0.8433934743950928,0.0679534056624508,0.0069332054586505,0.0060940278527043,0.0001198825151351,0.0371036384343343,0.038402365681632,6.0,47314,49911
"Wenatchee, WA",43,805,2061,26,1.16,72,8685,21675,4.991364421416235,13661692.074000144,630.2972121799374,2.5503742084052963,6186,6879990.960999981,11067,621.6672052950195,1.1767039834553596,0.0046986536550103,0.6922861255112478,0.4930894614176832,1088.9809872006083,548.4078625150355,3.77045582488101,12545.390814507797,0.7866447404889045,0.0728552687496535,0.0104026163596385,0.0323164760444189,0.004028011307995,0.0363260102363223,0.057426876813067,4.0,59757,43647
"Wheeling, WV-OH",58,1004,2133,26,1.04,186,15363,36633,4.768990431556337,9922684.814999895,270.8673822782709,2.435396732409034,10404,5134074.491999983,18644,275.37408774940906,1.1286399193597705,0.0074554816562969,6.1662314142964325,4.175842715247028,3982.65773744806,2060.6581667583346,2.613502595896261,2491.473149123275,0.8725563721813909,0.0591970401479926,0.0063996800159992,0.0051997400129993,0.0006333016682499,0.0279486025698715,0.0280652634034964,5.3,50390,55420
"Wichita Falls, TX",59,864,1922,13,1.07,78,14484,38232,5.27920463960232,15730868.671000049,411.45816779138016,2.8173847003590167,11665,8224398.849999929,20372,403.7109193991719,1.084307924015695,0.0045650893383074,2.108018009279986,1.6977375088546698,2289.4887089261542,1196.9884625311693,5.74118140519022,6870.909041686579,0.7788261013390096,0.0812898215133253,0.0052208431014396,0.0166693034561118,0.0009636266881445,0.0777085820305196,0.0393217218714493,4.8,49779,55913
"Wichita, KS",278,4021,10790,36,1.13,426,37320,101278,5.427545551982851,34553424.39800111,341.1740397519808,2.842175777063237,29720,18021433.39799992,52982,340.1425653618195,1.0331622292022948,0.004945075686082,3.4456935244448026,2.743998165769012,3190.2602008463423,1663.888970008082,19.06748005557057,10830.911030026473,0.8402476901393746,0.0874615023229106,0.0047110716709296,0.011771154147309,0.0035235162081745,0.0169944406744271,0.0352906248368742,4.8,57379,244805
"Williamsport, PA",31,439,1054,20,1.04,39,8184,20840,5.0928641251221896,8174931.483999984,392.2711844529743,2.64613880742913,6138,4222530.199000009,10769,392.100492060545,1.1118182087865145,0.0061287027579162,2.538127685220235,1.9035957639151764,2535.3152400194163,1309.5455522678924,2.5462353643815314,3224.42406962275,0.8182391258667787,0.0969072952682954,0.0109266652658121,0.0083669220042407,0.0040306405088922,0.0308506370704311,0.0306787140155494,5.0,54241,45608
"Wilmington, NC",145,3014,7113,28,1.14,197,16040,38442,4.7932668329177055,8934181.166000094,232.40677295666444,2.5452618453865337,11270,4726978.221999987,20450,231.1480793154028,1.0715568050820756,0.0111980440097799,4.900598268510587,3.443250778436054,2729.6030394426407,1444.2033223204733,15.877806118581685,3273.069760291727,0.8124241331871787,0.0783202995681569,0.005267455804133,0.0074009225404439,0.0047524810746786,0.0167366787072662,0.0750980291181425,5.5,55265,117378
"Winchester, VA-WV",41,1118,2610,31,1.1,101,10983,24980,4.548848219976327,8300458.817000103,332.2841800240233,2.373668396612948,7073,4318722.220999996,12997,332.286083019158,1.1181766552248404,0.0121566515349696,3.958971422093331,2.54955885172231,2992.013042590005,1556.74204251101,4.779176542584163,2774.2054258610106,0.8041632890289228,0.1084259953197412,0.0039613955124577,0.009406402471666,0.0007953380951652,0.0210611645585108,0.052186415013536,3.5,67072,51281
"Winston-Salem, NC",217,2794,7752,26,1.1,290,42157,97526,4.626799819721517,25720857.65199945,263.73333933514607,2.4142609768247265,27983,13434447.08100005,50826,264.3223366190542,1.0769206635671718,0.0078109628930075,7.984148726263521,5.299723267951517,4871.294277596053,2544.360925820652,15.660219601118715,5280.087013074584,0.8357750298949168,0.0886693254771495,0.0075923068187132,0.008594371071073,0.0011156315342939,0.01326399048707,0.0449893447167832,5.5,50774,264877
"Worcester, MA-CT",251,5575,13085,42,1.13,570,38037,95787,5.036517075479138,24604031.21100037,256.86190413104464,2.6579383232116096,29828,12894683.513999976,50471,255.48698290107143,1.077186707233125,0.0174159418279804,6.986970190977859,5.479068981688555,4519.484518998566,2368.6087055869666,74.4159610576783,5443.990593965386,0.8024015659432813,0.0790147465320385,0.0180223596998891,0.0148802826170954,0.0019468139762985,0.0282065108932415,0.0555277203381554,5.1,73408,354904
"Yakima, WA",77,1385,2961,19,1.11,173,10920,28902,5.293406593406593,14155026.874000035,489.7594240537,2.709981684981685,8275,7249500.451999975,14773,490.7263556488171,1.11954945108309,0.0040614634806742,0.9785049543345148,0.7414952836188745,1268.3849748120176,649.6036729608314,15.7729790336902,11159.882177016403,0.800573597149396,0.1281999285417692,0.0047123806213003,0.0107283911275915,0.0029742074413125,0.0180673445542068,0.0347441505644234,6.4,51637,83048
"York-Hanover, PA",134,2418,5225,21,1.09,261,16622,44476,5.351461917940079,13291255.850999936,298.84107948106697,2.7811935988449044,13507,6831204.67399999,23064,296.18473265695417,1.0805336664597995,0.0062868539715574,7.049713746135795,5.728581612865852,5637.080319829266,2897.246871192686,18.43283907386113,2357.826232180154,0.845273180684652,0.0845341192473362,0.0080888687372477,0.0069417365676717,0.0026207209249603,0.0150487417819088,0.037492632056223,4.4,66457,172421
"Youngstown-Warren-Boardman, OH-PA",220,3014,6885,18,1.05,330,24885,66650,5.356640546513964,19738540.791000217,296.15214990247887,2.7947357846092022,19982,10381621.774999974,34674,299.4065228990014,1.0447781676727863,0.0060852511968622,5.511547930862431,4.425627918605309,4371.706395615067,2299.329154631202,15.89755006381368,4515.065515561264,0.8503031021403413,0.0730916418314819,0.0075479206177187,0.0142237875914386,0.0008170211324844,0.0163658222703874,0.0376507044161473,6.2,47360,230433
"Yuba City, CA",69,1117,2573,20,1.16,164,8419,21665,5.146692006176505,7925868.395000038,365.8374518809157,2.6784653759353843,6360,4094273.240000004,11260,363.6121882770874,1.0841514470800526,0.0022202486678507,2.597364532062716,1.9621378339373885,2445.2273969556886,1263.1334004216071,1.5940760175752453,3241.362502672657,0.7922325608276022,0.1223487256545107,0.0082789111714731,0.0106050973819568,0.0032219846269433,0.0151418829104779,0.0481708374270357,7.8,58551,58990
"Yuma, AZ",78,1248,2689,19,1.09,153,9291,25210,5.426757076740932,8925887.91500003,354.061400833004,2.8404907975460123,7505,4715715.694999987,13203,357.17001401196603,1.0528202891590082,0.0015148072407786,0.6474293461304892,0.5229746251974299,621.9870602133791,328.60754805199946,5.123357714828312,14350.6006570907,0.8173074460182884,0.1027125329781511,0.0197484695576445,0.0131016111267641,0.0032529904459414,0.0196332061166466,0.0242437437565636,10.0,45243,73098
